user_id,topic,solved_count,avg_solved,recommendation
S041,Tree,3,3.3340292275574113,Focus more on this topic
S042,Array,32,49.37,Focus more on this topic
S042,Database,7,9.34,Focus more on this topic
S042,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S042,Hash Table,3,6.33,Focus more on this topic
S042,Tree,1,3.3340292275574113,Focus more on this topic
S042,Two Pointers,1,2.1105527638190953,Focus more on this topic
S042,nan,1,3.3621052631578947,Focus more on this topic
S043,Array,47,49.37,Focus more on this topic
S043,Binary Search,1,1.2280701754385965,Focus more on this topic
S043,Breadth-First Search,1,1.069767441860465,Focus more on this topic
S043,Database,6,9.34,Focus more on this topic
S043,Divide and Conquer,1,1.015625,Focus more on this topic
S043,Linked List,1,1.7715877437325904,Focus more on this topic
S043,Math,8,8.634,Focus more on this topic
S043,Tree,1,3.3340292275574113,Focus more on this topic
S043,Two Pointers,1,2.1105527638190953,Focus more on this topic
S044,Array,47,49.37,Focus more on this topic
S044,Binary Search,1,1.2280701754385965,Focus more on this topic
S044,Database,8,9.34,Focus more on this topic
S044,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S044,Hash Table,6,6.33,Focus more on this topic
S044,Linked List,1,1.7715877437325904,Focus more on this topic
S044,Math,8,8.634,Focus more on this topic
S044,Stack,1,1.3608695652173912,Focus more on this topic
S044,String,7,8.428857715430862,Focus more on this topic
S044,Tree,3,3.3340292275574113,Focus more on this topic
S044,nan,2,3.3621052631578947,Focus more on this topic
S045,Database,9,9.34,Focus more on this topic
S045,Divide and Conquer,1,1.015625,Focus more on this topic
S045,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S045,Graph,1,1.148936170212766,Focus more on this topic
S045,Hash Table,5,6.33,Focus more on this topic
S045,Two Pointers,1,2.1105527638190953,Focus more on this topic
S045,nan,3,3.3621052631578947,Focus more on this topic
S046,Concurrency,1,1.0454545454545454,Focus more on this topic
S046,Depth-First Search,1,1.3458333333333334,Focus more on this topic
S046,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S046,Graph,1,1.148936170212766,Focus more on this topic
S046,Math,8,8.634,Focus more on this topic
S046,Stack,1,1.3608695652173912,Focus more on this topic
S046,Tree,3,3.3340292275574113,Focus more on this topic
S046,Two Pointers,1,2.1105527638190953,Focus more on this topic
S047,Array,43,49.37,Focus more on this topic
S047,Binary Search,1,1.2280701754385965,Focus more on this topic
S047,Database,7,9.34,Focus more on this topic
S047,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S047,Graph,1,1.148936170212766,Focus more on this topic
S047,Hash Table,5,6.33,Focus more on this topic
S047,String,8,8.428857715430862,Focus more on this topic
S047,Tree,1,3.3340292275574113,Focus more on this topic
S047,nan,1,3.3621052631578947,Focus more on this topic
S048,Array,41,49.37,Focus more on this topic
S048,Binary Search,1,1.2280701754385965,Focus more on this topic
S048,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S048,Breadth-First Search,1,1.069767441860465,Focus more on this topic
S048,Database,9,9.34,Focus more on this topic
S048,Depth-First Search,1,1.3458333333333334,Focus more on this topic
S048,Design,1,1.0776699029126213,Focus more on this topic
S048,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S048,Hash Table,2,6.33,Focus more on this topic
S048,Math,8,8.634,Focus more on this topic
S048,Stack,1,1.3608695652173912,Focus more on this topic
S048,Two Pointers,2,2.1105527638190953,Focus more on this topic
S048,nan,2,3.3621052631578947,Focus more on this topic
S049,Array,37,49.37,Focus more on this topic
S049,Binary Search,1,1.2280701754385965,Focus more on this topic
S049,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S049,Database,8,9.34,Focus more on this topic
S049,Hash Table,4,6.33,Focus more on this topic
S049,Linked List,1,1.7715877437325904,Focus more on this topic
S049,Math,8,8.634,Focus more on this topic
S049,String,5,8.428857715430862,Focus more on this topic
S049,Tree,3,3.3340292275574113,Focus more on this topic
S049,nan,2,3.3621052631578947,Focus more on this topic
S050,Array,49,49.37,Focus more on this topic
S050,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S050,Database,7,9.34,Focus more on this topic
S050,Design,1,1.0776699029126213,Focus more on this topic
S050,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S050,Hash Table,4,6.33,Focus more on this topic
S050,Tree,2,3.3340292275574113,Focus more on this topic
S050,Two Pointers,1,2.1105527638190953,Focus more on this topic
S051,Backtracking,1,1.0909090909090908,Focus more on this topic
S051,Database,9,9.34,Focus more on this topic
S051,Depth-First Search,1,1.3458333333333334,Focus more on this topic
S051,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S051,Hash Table,6,6.33,Focus more on this topic
S051,Tree,1,3.3340292275574113,Focus more on this topic
S051,Two Pointers,2,2.1105527638190953,Focus more on this topic
S052,Array,41,49.37,Focus more on this topic
S052,Binary Search,1,1.2280701754385965,Focus more on this topic
S052,Concurrency,1,1.0454545454545454,Focus more on this topic
S052,Depth-First Search,1,1.3458333333333334,Focus more on this topic
S052,Hash Table,6,6.33,Focus more on this topic
S052,Stack,1,1.3608695652173912,Focus more on this topic
S052,String,4,8.428857715430862,Focus more on this topic
S052,Tree,2,3.3340292275574113,Focus more on this topic
S052,Two Pointers,2,2.1105527638190953,Focus more on this topic
S052,nan,2,3.3621052631578947,Focus more on this topic
S053,Concurrency,1,1.0454545454545454,Focus more on this topic
S053,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S053,Hash Table,5,6.33,Focus more on this topic
S053,Math,5,8.634,Focus more on this topic
S053,Stack,1,1.3608695652173912,Focus more on this topic
S053,Two Pointers,2,2.1105527638190953,Focus more on this topic
S053,nan,2,3.3621052631578947,Focus more on this topic
S054,Binary Search,1,1.2280701754385965,Focus more on this topic
S054,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S054,Hash Table,3,6.33,Focus more on this topic
S054,Shell,1,1.0649350649350648,Focus more on this topic
S054,String,5,8.428857715430862,Focus more on this topic
S054,Tree,1,3.3340292275574113,Focus more on this topic
S054,Two Pointers,1,2.1105527638190953,Focus more on this topic
S055,Backtracking,1,1.0909090909090908,Focus more on this topic
S055,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S055,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S055,Hash Table,3,6.33,Focus more on this topic
S055,Math,7,8.634,Focus more on this topic
S055,String,3,8.428857715430862,Focus more on this topic
S055,Two Pointers,1,2.1105527638190953,Focus more on this topic
S055,nan,3,3.3621052631578947,Focus more on this topic
S056,Backtracking,1,1.0909090909090908,Focus more on this topic
S056,Binary Search,1,1.2280701754385965,Focus more on this topic
S056,Database,7,9.34,Focus more on this topic
S056,Hash Table,5,6.33,Focus more on this topic
S056,Math,8,8.634,Focus more on this topic
S056,String,7,8.428857715430862,Focus more on this topic
S056,Tree,1,3.3340292275574113,Focus more on this topic
S056,nan,2,3.3621052631578947,Focus more on this topic
S057,Array,44,49.37,Focus more on this topic
S057,Backtracking,1,1.0909090909090908,Focus more on this topic
S057,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S057,Concurrency,1,1.0454545454545454,Focus more on this topic
S057,Database,7,9.34,Focus more on this topic
S057,Graph,1,1.148936170212766,Focus more on this topic
S057,Math,6,8.634,Focus more on this topic
S057,Stack,1,1.3608695652173912,Focus more on this topic
S057,String,2,8.428857715430862,Focus more on this topic
S058,Binary Search,1,1.2280701754385965,Focus more on this topic
S058,Database,8,9.34,Focus more on this topic
S058,Divide and Conquer,1,1.015625,Focus more on this topic
S058,Graph,1,1.148936170212766,Focus more on this topic
S058,Math,4,8.634,Focus more on this topic
S058,String,7,8.428857715430862,Focus more on this topic
S058,Tree,2,3.3340292275574113,Focus more on this topic
S058,Two Pointers,1,2.1105527638190953,Focus more on this topic
S058,Union Find,1,1.069767441860465,Focus more on this topic
S059,Array,33,49.37,Focus more on this topic
S059,Binary Search,1,1.2280701754385965,Focus more on this topic
S059,Database,9,9.34,Focus more on this topic
S059,Depth-First Search,1,1.3458333333333334,Focus more on this topic
S059,Graph,1,1.148936170212766,Focus more on this topic
S059,Hash Table,5,6.33,Focus more on this topic
S059,Linked List,1,1.7715877437325904,Focus more on this topic
S059,Math,8,8.634,Focus more on this topic
S059,Stack,1,1.3608695652173912,Focus more on this topic
S059,String,4,8.428857715430862,Focus more on this topic
S059,Tree,3,3.3340292275574113,Focus more on this topic
S059,Two Pointers,1,2.1105527638190953,Focus more on this topic
S060,Database,7,9.34,Focus more on this topic
S060,Hash Table,3,6.33,Focus more on this topic
S060,Linked List,1,1.7715877437325904,Focus more on this topic
S060,Shell,1,1.0649350649350648,Focus more on this topic
S060,String,4,8.428857715430862,Focus more on this topic
S060,Tree,1,3.3340292275574113,Focus more on this topic
S060,Union Find,1,1.069767441860465,Focus more on this topic
S060,nan,3,3.3621052631578947,Focus more on this topic
S061,Binary Search,1,1.2280701754385965,Focus more on this topic
S061,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S061,Stack,1,1.3608695652173912,Focus more on this topic
S061,nan,2,3.3621052631578947,Focus more on this topic
S062,Array,42,49.37,Focus more on this topic
S062,Concurrency,1,1.0454545454545454,Focus more on this topic
S062,Design,1,1.0776699029126213,Focus more on this topic
S062,Hash Table,6,6.33,Focus more on this topic
S062,Math,7,8.634,Focus more on this topic
S062,Stack,1,1.3608695652173912,Focus more on this topic
S062,String,2,8.428857715430862,Focus more on this topic
S062,nan,2,3.3621052631578947,Focus more on this topic
S063,Array,42,49.37,Focus more on this topic
S063,Database,7,9.34,Focus more on this topic
S063,Math,3,8.634,Focus more on this topic
S063,nan,1,3.3621052631578947,Focus more on this topic
S064,Array,46,49.37,Focus more on this topic
S064,Depth-First Search,1,1.3458333333333334,Focus more on this topic
S064,Graph,1,1.148936170212766,Focus more on this topic
S064,String,3,8.428857715430862,Focus more on this topic
S064,Two Pointers,2,2.1105527638190953,Focus more on this topic
S065,Array,43,49.37,Focus more on this topic
S065,Database,8,9.34,Focus more on this topic
S065,Divide and Conquer,1,1.015625,Focus more on this topic
S065,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S065,Hash Table,6,6.33,Focus more on this topic
S065,Two Pointers,2,2.1105527638190953,Focus more on this topic
S066,Stack,1,1.3608695652173912,Focus more on this topic
S066,Union Find,1,1.069767441860465,Focus more on this topic
S067,Array,38,49.37,Focus more on this topic
S067,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S067,Concurrency,1,1.0454545454545454,Focus more on this topic
S067,Database,3,9.34,Focus more on this topic
S067,Hash Table,6,6.33,Focus more on this topic
S067,Math,4,8.634,Focus more on this topic
S067,String,5,8.428857715430862,Focus more on this topic
S067,Tree,3,3.3340292275574113,Focus more on this topic
S067,nan,3,3.3621052631578947,Focus more on this topic
S068,Array,43,49.37,Focus more on this topic
S068,Database,7,9.34,Focus more on this topic
S068,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S068,Two Pointers,1,2.1105527638190953,Focus more on this topic
S068,nan,3,3.3621052631578947,Focus more on this topic
S069,Divide and Conquer,1,1.015625,Focus more on this topic
S069,Dynamic Programming,1,1.686217008797654,Focus more on this topic
S069,String,4,8.428857715430862,Focus more on this topic
S069,Two Pointers,2,2.1105527638190953,Focus more on this topic
S070,Binary Search,1,1.2280701754385965,Focus more on this topic
S070,Bit Manipulation,1,1.3640350877192982,Focus more on this topic
S070,Depth-First Search,1,1.3458333333333334,Focus more on this topic
S070,Divide and Conquer,1,1.015625,Focus more on this topic
S070,Hash Table,6,6.33,Focus more on this topic
S070,Math,7,8.634,Focus more on this topic
S070,String,8,8.428857715430862,Focus more on this topic
